split,turbine_id,lead_hour,n,expected,excluded,missing_observed,missing_persistence,origins,first_origin,last_origin,model_mae,model_rmse,persistence_mae,persistence_rmse,power_curve_mae,power_curve_rmse,forecast_wind_mean_ms,observed_wind_mean_ms
all,turbine_1,19,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.2930601666666667,0.2930601666666667,0.24333333333333318,0.24333333333333318,0.7466666666666667,0.7466666666666667,2.0599999,9.478333333333333
all,turbine_1,20,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.2689291,0.2689291,0.23999999999999988,0.23999999999999988,0.75,0.75,1.84,9.25
all,turbine_1,21,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.06231269999999994,0.06231269999999994,0.44999999999999996,0.44999999999999996,0.5399999999999999,0.5399999999999999,1.8099999,8.048333333333334
all,turbine_1,22,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.0009771333333333243,0.0009771333333333243,0.5283333333333332,0.5283333333333332,0.46166666666666667,0.46166666666666667,1.53,7.3933333333333335
all,turbine_1,23,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.1522853,0.1522853,0.7,0.7,0.29,0.29,1.52,6.62
all,turbine_1,24,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.27751919999999997,0.27751919999999997,0.8349999999999999,0.8349999999999999,0.155,0.155,1.4400001,5.596666666666667
all,turbine_2,1,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.41256623333333337,0.41256623333333337,0.1516666666666665,0.1516666666666665,0.8383333333333334,0.8383333333333334,2.8299999,10.058333333333334
all,turbine_2,2,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.27948933333333326,0.27948933333333326,0.30666666666666664,0.30666666666666664,0.6815224996482244,0.6815224996482244,3.1099999,8.998333333333333
all,turbine_2,3,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.24259300000000006,0.24259300000000006,0.32499999999999984,0.32499999999999984,0.665,0.665,2.47,8.856666666666667
all,turbine_2,4,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.07581806666666657,0.07581806666666657,0.4883333333333333,0.4883333333333333,0.5016666666666666,0.5016666666666666,2.3499999,8.158333333333333
all,turbine_2,5,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.020652166666666694,0.020652166666666694,0.5733333333333333,0.5733333333333333,0.4166666666666667,0.4166666666666667,2.8099999,7.449999999999999
all,turbine_2,6,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.3929239999999999,0.3929239999999999,0.22999999999999998,0.22999999999999998,0.7595190317460316,0.7595190317460316,3.03,9.276666666666666
all,turbine_2,7,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.3272476,0.3272476,0.3049999999999998,0.3049999999999998,0.685,0.685,2.5699999,9.02
all,turbine_2,8,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.15109850000000002,0.15109850000000002,0.49499999999999983,0.49499999999999983,0.49284579662606115,0.49284579662606115,3.1300001,7.645
all,turbine_2,9,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.1615256333333333,0.1615256333333333,0.46666666666666656,0.46666666666666656,0.5233333333333333,0.5233333333333333,2.8900001,8.061666666666667
all,turbine_2,10,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.4076998333333333,0.4076998333333333,0.19166666666666654,0.19166666666666654,0.7983333333333333,0.7983333333333333,2.5699999,9.743333333333334
all,turbine_2,11,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.5329092666666666,0.5329092666666666,0.043333333333333224,0.043333333333333224,0.9466666666666667,0.9466666666666667,2.4200001,10.961666666666666
all,turbine_2,12,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.5331823666666666,0.5331823666666666,0.0183333333333332,0.0183333333333332,0.9716666666666667,0.9716666666666667,2.3,11.950000000000001
all,turbine_2,13,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.5402144666666666,0.5402144666666666,0.013333333333333308,0.013333333333333308,0.9766666666666666,0.9766666666666666,2.9000001,12.081666666666665
all,turbine_2,14,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.5287019,0.5287019,0.004999999999999893,0.004999999999999893,0.985,0.985,2.7,12.506666666666668
all,turbine_2,15,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.49245943333333325,0.49245943333333325,0.016666666666666607,0.016666666666666607,0.9733333333333333,0.9733333333333333,2.5,11.816666666666665
all,turbine_2,16,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.4581770666666667,0.4581770666666667,0.023333333333333206,0.023333333333333206,0.9666666666666667,0.9666666666666667,2.4000001,11.508333333333333
all,turbine_2,17,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.4452400333333333,0.4452400333333333,0.021666666666666612,0.021666666666666612,0.9683333333333333,0.9683333333333333,2.5999999,11.703333333333333
all,turbine_2,18,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.4240248,0.4240248,0.004999999999999893,0.004999999999999893,0.985,0.985,1.65,11.530000000000001
all,turbine_2,19,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.21869153333333347,0.21869153333333347,0.20166666666666644,0.20166666666666644,0.7883333333333334,0.7883333333333334,2.0599999,9.891666666666667
all,turbine_2,20,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.2233447999999999,0.2233447999999999,0.16999999999999993,0.16999999999999993,0.82,0.82,1.84,9.87
all,turbine_2,21,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.01745086666666662,0.01745086666666662,0.3866666666666665,0.3866666666666665,0.6033333333333334,0.6033333333333334,1.8099999,8.536666666666667
all,turbine_2,22,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.058222666666666756,0.058222666666666756,0.4116666666666666,0.4116666666666666,0.5783333333333333,0.5783333333333333,1.53,8.205
all,turbine_2,23,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.3662147666666667,0.3662147666666667,0.7266666666666666,0.7266666666666666,0.26333333333333336,0.26333333333333336,1.52,6.493333333333333
all,turbine_2,24,1,1,0,0,0,1,2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,0.4570022,0.4570022,0.8449999999999999,0.8449999999999999,0.145,0.145,1.4400001,5.523333333333333
